region,year,EV_sales,sales_share,EV_stock,stock_share
Japan,2012,8000.333333333333,0.449999988079071,20500.0,0.0689999982714653
Japan,2013,9668.0,0.5400000214576721,34500.0,0.1199999973177909
Japan,2014,10669.0,0.6100000143051147,55500.0,0.1899999976158142
Japan,2015,8130.0,0.5199999809265137,44800.0,0.2199999988079071
Japan,2016,8500.0,0.5099999904632568,51466.666666666664,0.25
Japan,2017,18283.333333333332,1.2000000476837158,67433.33333333333,0.3100000023841858
Japan,2018,16870.0,1.100000023841858,77633.33333333333,0.3600000143051147
Japan,2019,13223.333333333334,0.8600000143051147,87866.66666666667,0.4099999964237213
Japan,2020,10163.333333333334,0.75,101366.66666666667,0.449999988079071
Japan,2021,15833.333333333334,1.2000000476837158,115533.33333333333,0.5099999904632568
Japan,2022,32663.333333333332,2.799999952316284,139200.0,0.6399999856948853
Japan,2023,46773.333333333336,3.5999999046325684,182633.33333333334,0.8399999737739563
Korea,2010,61.0,0.0049999998882412,61.0,0.0003999999898951
Korea,2011,270.0,0.0230000000447034,340.0,0.002199999988079
Korea,2012,510.0,0.0410000011324882,850.0,0.0054000001400709
Korea,2013,600.0,0.0489999987185001,1400.0,0.0091000003740191
Korea,2014,1300.0,0.0930000022053718,2700.0,0.0170000009238719
Korea,2015,1126.3333333333333,0.2199999988079071,2020.6666666666667,0.0359999984502792
Korea,2016,1696.0,0.3300000131130218,3542.0,0.0640000030398368
Korea,2017,4915.0,0.949999988079071,8466.666666666666,0.1400000005960464
Korea,2018,20103.333333333332,3.799999952316284,20500.0,0.3300000131130218
Korea,2019,13300.0,2.299999952316284,35033.333333333336,0.5299999713897705
Korea,2020,14900.0,2.400000095367432,51333.333333333336,0.7400000095367432
Korea,2021,33400.0,5.800000190734863,84333.33333333333,1.2000000476837158
Korea,2022,47000.0,8.5,128666.66666666667,1.7000000476837158
Korea,2023,45433.333333333336,7.900000095367432,174333.33333333334,2.299999952316284
Latvia,2015,13.0,0.1899999976158142,,
Latvia,2016,20.0,0.2399999946355819,,
Latvia,2017,20.0,0.2399999946355819,,
Latvia,2018,45.0,0.5299999713897705,,
Latvia,2019,49.0,0.5400000214576721,,
Latvia,2020,191.5,2.5999999046325684,,
Latvia,2021,275.0,3.900000095367432,,
Latvia,2022,700.0,8.100000381469727,,
Latvia,2023,1030.0,11.0,,
Lithuania,2015,37.0,0.2199999988079071,,
Lithuania,2016,64.0,0.3199999928474426,,
Lithuania,2017,52.0,0.2000000029802322,,
Lithuania,2018,140.0,,,
Lithuania,2019,160.0,0.3499999940395355,,
Lithuania,2020,450.0,1.100000023841858,,
Lithuania,2021,800.0,5.0,,
Lithuania,2022,1035.0,7.900000095367432,,
Lithuania,2023,2100.0,7.5,,
Luxembourg,2019,950.0,3.5,,
Luxembourg,2020,2600.0,11.0,,
Luxembourg,2021,4500.0,20.0,,
Luxembourg,2022,5100.0,24.0,,
Luxembourg,2023,7900.0,32.0,,
Mexico,2011,3.0,0.0002600000007078,3.0,1.4999999621e-05
Mexico,2012,88.0,0.0076999999582767,91.0,0.0004400000034365
Mexico,2013,12.0,0.0008900000248104,100.0,0.0004799999878741
Mexico,2014,48.0,0.0038000000640749,150.0,0.0006699999794363
Mexico,2015,49.5,0.0080000003799796,123.5,0.0010999999940395
Mexico,2016,385.0,0.0529999993741512,515.0,0.0041999998502433
Mexico,2017,600.0,0.0860000029206276,1115.0,0.008899999782443
Mexico,2018,900.0,0.1400000005960464,2015.0,0.0149999996647238
Mexico,2019,845.0,0.1400000005960464,2800.0,0.0209999997168779
Mexico,2020,1900.0,0.449999988079071,4750.0,0.0350000001490116
Mexico,2021,3250.0,0.7200000286102295,8000.0,0.0590000003576278
Mexico,2022,4200.0,0.8899999856948853,12000.0,0.0890000015497207
Mexico,2023,7600.0,1.2999999523162842,20000.0,0.1400000005960464
Netherlands,2010,120.0,0.025000000372529,140.5,0.0035999999381601
Netherlands,2011,438.5,0.1599999964237213,563.0,0.0149999996647238
Netherlands,2012,2545.0,1.0,3150.0,0.0790000036358833
Netherlands,2013,11300.0,5.5,14100.0,0.3600000143051147
Netherlands,2014,4900.733333349228,3.900000095367432,14600.733333349228,0.550000011920929
Netherlands,2015,14139.666666666666,9.5,29475.333333333332,1.100000023841858
Netherlands,2016,7335.666666666667,5.800000190734863,37344.333333333336,1.399999976158142
Netherlands,2017,3035.0,2.200000047683716,39346.333333333336,1.399999976158142
Netherlands,2018,9204.333333333334,6.199999809265137,46350.666666666664,1.600000023841858
Netherlands,2019,22116.666666666668,15.0,67403.33333333333,2.299999952316284
Netherlands,2020,29046.666666666668,25.0,89453.33333333333,3.0999999046325684
Netherlands,2021,30703.333333333332,29.0,126830.0,4.300000190734863
Netherlands,2022,35354.666666666664,35.0,173533.33333333334,6.0
